id,ad_season,zipcode,suggested_buy_price,suggested_sell_price,profit,road,house_number
9368700270,spring,98178,133763.0,152489.81999999998,18726.819999999978,South Fountain Street,5625
3352402272,spring,98178,223100.0,254333.99999999997,31233.99999999997,57th Avenue South,11286
7689600360,spring,98178,208550.0,237746.99999999997,29196.99999999997,South 125th Street,7027
3352400905,spring,98178,237650.0,270921.0,33271.0,South Avon Street,5602
1180003175,spring,98178,223051.5,254278.71,31227.209999999992,South 117th Place,8541
2976800145,spring,98178,252200.0,287508.0,35308.0,66th Avenue South,10720
179001046,spring,98178,222130.0,253228.19999999998,31098.199999999983,47th Avenue South,12227
2172000894,spring,98178,218250.0,248804.99999999997,30554.99999999997,South 126th Place,6127
1180005220,spring,98178,218250.0,248804.99999999997,30554.99999999997,South 121st Street,8414
2172000285,spring,98178,246865.0,281426.1,34561.09999999998,56th Avenue South,13026
7812801700,spring,98178,220190.0,251016.59999999998,30826.599999999977,South 120th Place,6815
4060000290,spring,98178,245410.0,279767.39999999997,34357.399999999965,70th Place South,11457
3347401315,spring,98178,213400.0,243275.99999999997,29875.99999999997,44th Place South,11851
1423049019,spring,98178,87300.0,99521.99999999999,12221.999999999985,South 131st Place,6621
2988800011,spring,98178,236680.0,269815.19999999995,33135.19999999995,80th Avenue South,13442
3878900464,spring,98178,222615.0,253781.09999999998,31166.099999999977,Waters Avenue South,10436
1123049232,spring,98178,270630.0,308518.19999999995,37888.19999999995,South 124th Street,6421
6381500700,fall,98125,350400.0,392448.00000000006,42048.00000000006,23rd Place Northeast,14067
6414100111,fall,98125,350400.0,392448.00000000006,42048.00000000006,Roosevelt Way Northeast,12545
8901000445,fall,98125,374400.0,419328.00000000006,44928.00000000006,Northeast 113th Street,1536
8820902540,fall,98125,408000.0,456960.00000000006,48960.00000000006,Sand Point Way Northeast,11750
7663700261,fall,98125,379200.0,424704.00000000006,45504.00000000006,35th Avenue Northeast,14315
5101407305,fall,98125,306240.0,342988.80000000005,36748.80000000005,Northeast 103rd Street,1740
7663700759,fall,98125,353280.0,395673.60000000003,42393.600000000035,28th Avenue Northeast,14033
1787600094,fall,98125,273600.0,306432.00000000006,32832.00000000006,Northeast 131st Place,510
2926049408,fall,98125,384000.0,430080.00000000006,46080.00000000006,12th Avenue Northeast,10532
6412600005,fall,98125,360000.0,403200.00000000006,43200.00000000006,Northeast 125th Street,122
9324800180,fall,98125,387120.0,433574.4,46454.40000000002,36th Avenue Northeast,14019
2126049096,fall,98125,383040.0,429004.80000000005,45964.80000000005,Northeast 133rd Street,2609
5272200040,fall,98125,360000.0,403200.00000000006,43200.00000000006,Northeast 117th Street,904
1453602284,fall,98125,284160.0,318259.2,34099.20000000001,35th Avenue Northeast,12737
2026049097,fall,98125,414480.0,464217.60000000003,49737.600000000035,12th Avenue Northeast,13341
6632300230,fall,98125,362400.0,405888.00000000006,43488.00000000006,20th Avenue Northeast,14319
2126049154,fall,98125,417600.0,467712.00000000006,50112.00000000006,22nd Avenue Northeast,13339
3834000400,fall,98125,398400.0,446208.00000000006,47808.00000000006,36th Avenue Northeast,13733
1454100260,fall,98125,342720.0,383846.4,41126.40000000002,Northeast 125th Street,3712
4426600125,fall,98125,267840.0,299980.80000000005,32140.800000000047,23rd Avenue Northeast,12801
7715600070,fall,98125,369600.0,413952.00000000006,44352.00000000006,22nd Avenue Northeast,12323
2568800160,fall,98125,415680.0,465561.60000000003,49881.600000000035,Northeast 104th Street,3223
5272200045,fall,98125,362880.0,406425.60000000003,43545.600000000035,9th Avenue Northeast,11714
6632300477,fall,98125,311952.0,349386.24000000005,37434.24000000005,Northeast 137th Street,1600
6381500720,fall,98125,379200.0,424704.00000000006,45504.00000000006,22nd Avenue Northeast,14044
8820903370,fall,98125,334080.0,374169.60000000003,40089.600000000035,40th Avenue Northeast,11722
6381500450,fall,98125,365712.0,409597.44000000006,43885.44000000006,25th Avenue Northeast,14023
8820903560,fall,98125,364800.0,408576.00000000006,43776.00000000006,Northeast 117th Street,3624
2826049091,fall,98125,249552.0,279498.24000000005,29946.24000000005,23rd Avenue Northeast,12009
751000080,fall,98125,408960.0,458035.20000000007,49075.20000000007,35th Avenue Northeast,11027
5101407350,fall,98125,383040.0,429004.80000000005,45964.80000000005,20th Avenue Northeast,10311
2826049108,fall,98125,339360.0,380083.2,40723.20000000001,20th Avenue Northeast,12044
751000190,fall,98125,340800.0,381696.00000000006,40896.00000000006,35th Avenue Northeast,11315
1453602313,fall,98125,285120.0,319334.4,34214.40000000002,35th Avenue Northeast,12736
2926049237,fall,98125,400800.0,448896.00000000006,48096.00000000006,Northeast 125th Street,1209
820000018,fall,98125,372000.0,416640.00000000006,44640.00000000006,15th Avenue Northeast,12327
7663700401,fall,98125,219840.0,246220.80000000002,26380.800000000017,Northeast 143rd Street,3011
9324800025,fall,98125,312480.0,349977.60000000003,37497.600000000035,35th Avenue Northeast,14332
4077800258,fall,98125,384000.0,430080.00000000006,46080.00000000006,Alton Avenue Northeast,11048
5101406522,fall,98125,403200.0,451584.00000000006,48384.00000000006,Northeast 102nd Street,805
1453602310,fall,98125,290880.0,325785.60000000003,34905.600000000035,35th Avenue Northeast,12736
5101408735,fall,98125,240000.0,268800.0,28800.0,8th Avenue Northeast,10316
8822900115,fall,98125,293760.0,329011.2,35251.20000000001,Northeast 123rd Street,3316
2926049564,fall,98125,345600.0,387072.00000000006,41472.00000000006,8th Avenue Northeast,11318
6411600411,fall,98125,246720.0,276326.4,29606.400000000023,Northeast 117th Street,326
3821700038,fall,98125,292800.0,327936.00000000006,35136.00000000006,30th Avenue Northeast,13710
1453601038,fall,98125,280320.0,313958.4,33638.40000000002,35th Avenue Northeast,12559
1133000671,spring,98125,302400.0,338688.00000000006,36288.00000000006,Northeast 135th Street,1715
6798100662,spring,98125,299520.0,335462.4,35942.40000000002,16th Avenue Northeast,11716
5144000036,spring,98125,345600.0,387072.00000000006,41472.00000000006,Lake City Way Northeast,10710
751000060,spring,98125,338880.0,379545.60000000003,40665.600000000035,35th Avenue Northeast,11051
6381500505,spring,98125,384000.0,430080.00000000006,46080.00000000006,24th Avenue Northeast,14089
4427100105,spring,98125,382080.0,427929.60000000003,45849.600000000035,16th Avenue Northeast,13519
6161000015,spring,98125,335952.0,376266.24000000005,40314.24000000005,4th Avenue Northeast,11515
2026049125,spring,98125,297600.0,333312.00000000006,35712.00000000006,Northeast 135th Street,1231
1787600252,spring,98125,270720.0,303206.4,32486.400000000023,Roosevelt Way Northeast,13352
2926049449,spring,98125,369024.0,413306.88000000006,44282.88000000006,Northeast 123rd Street,1021
3226049184,spring,98125,312000.0,349440.00000000006,37440.00000000006,Northeast 103rd Street,555
6414100721,spring,98125,391200.0,438144.00000000006,46944.00000000006,8th Avenue Northeast,12733
7663700551,spring,98125,322560.0,361267.2,38707.20000000001,25th Avenue Northeast,14344
6381500635,spring,98125,328320.0,367718.4,39398.40000000002,24th Avenue Northeast,14040
6632300161,spring,98125,405120.0,453734.4,48614.40000000002,Northeast 140th Street,1914
1133000050,spring,98125,347520.0,389222.4,41702.40000000002,20th Avenue Northeast,12527
4427100025,spring,98125,259200.0,290304.0,31104.0,15th Place Northeast,13539
8820901415,spring,98125,384000.0,430080.00000000006,46080.00000000006,Bartlett Avenue Northeast,12003
3448000410,spring,98125,340704.96,381589.55520000006,40884.59520000004,Northeast 123rd Street,2701
2744600040,spring,98125,316800.0,354816.00000000006,38016.00000000006,Northeast 144th Street,2704
4077800518,spring,98125,356160.0,398899.2,42739.20000000001,Northeast 113th Street,3843
6381500035,spring,98125,369600.0,413952.00000000006,44352.00000000006,22nd Avenue Northeast,14317
6632300040,spring,98125,313920.0,351590.4,37670.40000000002,17th Avenue Northeast,13750
6413100311,spring,98125,374400.0,419328.00000000006,44928.00000000006,Northeast 117th Street,808
2126049083,spring,98125,311520.0,348902.4,37382.40000000002,25th Avenue Northeast,13027
7663700783,spring,98125,354720.0,397286.4,42566.40000000002,28th Avenue Northeast,14001
1133000036,spring,98125,393600.0,440832.00000000006,47232.00000000006,Northeast 127th Street,1925
6413600192,spring,98125,312000.0,349440.00000000006,37440.00000000006,Roosevelt Way Northeast,12300
3226049045,spring,98125,336000.0,376320.00000000006,40320.00000000006,Northeast 103rd Street,555
3448002267,spring,98125,369600.0,413952.00000000006,44352.00000000006,35th Avenue Northeast,11555 1/2
2832100270,spring,98125,294612.48,329965.9776,35353.4976,Par Place Northeast,13904
6414100133,spring,98125,323520.0,362342.4,38822.40000000002,Roosevelt Way Northeast,12551
4375700065,spring,98125,302664.0,338983.68000000005,36319.68000000005,22nd Avenue Northeast,11521
2026049183,spring,98125,311952.0,349386.24000000005,37434.24000000005,Northeast 135th Street,13341
2026049124,spring,98125,312000.0,349440.00000000006,37440.00000000006,Northeast 135th Street,1203
1453602283,spring,98125,328320.0,367718.4,39398.40000000002,35th Avenue Northeast,12736
705000120,spring,98125,379200.0,424704.00000000006,45504.00000000006,Northeast 135th Street,2611
6413600276,spring,98125,340752.0,381642.24000000005,40890.24000000005,8th Avenue Northeast,12353
4427100145,spring,98125,407040.0,455884.80000000005,48844.80000000005,16th Avenue Northeast,13552
8822901024,spring,98125,297600.0,333312.00000000006,35712.00000000006,31st Avenue Northeast,12020
2926049376,spring,98125,211200.0,236544.00000000003,25344.00000000003,Northeast 105th Street,1266
2044500213,spring,98125,297600.0,333312.00000000006,35712.00000000006,12th Avenue Northeast,11750
6414600321,spring,98125,304320.0,340838.4,36518.40000000002,1st Avenue Northeast,13319
8632100010,spring,98125,350400.0,392448.00000000006,42048.00000000006,1st Avenue Northeast,13727
1454100122,spring,98125,388800.0,435456.00000000006,46656.00000000006,37th Avenue Northeast,12711
1787600190,spring,98125,338880.0,379545.60000000003,40665.600000000035,3rd Avenue Northeast,13008
9421500130,spring,98125,362880.0,406425.60000000003,43545.600000000035,30th Avenue Northeast,13325 1/2
1453600182,spring,98125,273600.0,306432.00000000006,32832.00000000006,30th Avenue Northeast,13332
6413600290,spring,98125,242400.0,271488.0,29088.0,Northeast 125th Street,819
3448001975,spring,98125,336960.0,377395.2,40435.20000000001,30th Avenue Northeast,11526
6798100661,spring,98125,326400.0,365568.00000000006,39168.00000000006,16th Avenue Northeast,11716
3448000755,spring,98125,383952.0,430026.24000000005,46074.24000000005,33rd Avenue Northeast,11812
7663700973,spring,98125,308160.0,345139.2,36979.20000000001,35th Avenue Northeast,14015
6632300212,spring,98125,352080.0,394329.60000000003,42249.600000000035,19th Avenue Northeast,14359
2325300060,spring,98125,330240.0,369868.80000000005,39628.80000000005,10th Place Northeast,12323
3753000030,spring,98125,383952.0,430026.24000000005,46074.24000000005,Sand Point Way Northeast,
3448001412,spring,98125,283200.0,317184.00000000006,33984.00000000006,Northeast 115th Street,2516
2926049582,spring,98125,254400.0,284928.0,30528.0,3rd Avenue Northeast,11348 D
8822900122,spring,98125,312000.0,349440.00000000006,37440.00000000006,Northeast 123rd Street,3310
3753000010,spring,98125,400560.0,448627.20000000007,48067.20000000007,Sand Point Way Northeast,
3992700335,summer,98125,367200.0,411264.00000000006,44064.00000000006,Northeast 117th Street,3825
6370000070,summer,98125,344640.0,385996.80000000005,41356.80000000005,Northeast 106th Place,2533
8902500118,summer,98125,312960.0,350515.2,37555.20000000001,25th Avenue Northeast,11326
2126049032,summer,98125,360000.0,403200.00000000006,43200.00000000006,Northeast 130th Street,2520
6632300478,summer,98125,384000.0,430080.00000000006,46080.00000000006,17th Avenue Northeast,13712
2239800070,summer,98125,400320.0,448358.4,48038.40000000002,Northeast 117th Street,535
3992700036,summer,98125,398400.0,446208.00000000006,47808.00000000006,Northeast 115th Street,3510
3834000805,summer,98125,336000.0,376320.00000000006,40320.00000000006,Northeast 137th Street,3611
6381501636,summer,98125,307200.0,344064.00000000006,36864.00000000006,Northeast 135th Street,2526
7663700792,summer,98125,218880.0,245145.60000000003,26265.600000000035,Northeast 143rd Street,3011
6855700115,summer,98125,342960.0,384115.2,41155.20000000001,Northeast 136th Street,1721
1787600164,summer,98125,297600.0,333312.00000000006,35712.00000000006,Northeast 133rd Street,325
3992700265,summer,98125,369696.0,414059.52,44363.52000000002,Northeast 115th Street,3820
1454100056,summer,98125,340800.0,381696.00000000006,40896.00000000006,Northeast 130th Street,3542
6798100652,summer,98125,304080.0,340569.60000000003,36489.600000000035,16th Avenue Northeast,11720
8820902905,summer,98125,360000.0,403200.00000000006,43200.00000000006,Sand Point Way Northeast,11719
3992700130,summer,98125,256320.0,287078.4,30758.400000000023,36th Avenue Northeast,11520
6855700080,summer,98125,283152.0,317130.24000000005,33978.24000000005,Northeast 136th Street,1740
6381500170,summer,98125,225600.0,252672.00000000003,27072.00000000003,23rd Place Northeast,14323
8820900670,summer,98125,383952.0,430026.24000000005,46074.24000000005,Northeast 123rd Street,3630
6413100122,summer,98125,355152.0,397770.24000000005,42618.24000000005,Northeast 115th Street,814
1454100005,summer,98125,336000.0,376320.00000000006,40320.00000000006,Northeast 135th Street,3641
1454100480,summer,98125,363360.0,406963.2,43603.20000000001,Northeast 135th Street,4003
4427100095,summer,98125,345600.0,387072.00000000006,41472.00000000006,16th Avenue Northeast,13505
6381500065,summer,98125,361440.0,404812.80000000005,43372.80000000005,20th Avenue Northeast,14316
5101405604,summer,98125,336000.0,376320.00000000006,40320.00000000006,Northeast 102nd Street,1531
8822901301,summer,98125,269760.0,302131.2,32371.20000000001,33rd Avenue Northeast,12017
1787600165,summer,98125,380640.0,426316.80000000005,45676.80000000005,3rd Avenue Northeast,13040
3822200105,summer,98125,364800.0,408576.00000000006,43776.00000000006,30th Avenue Northeast,13539
820000012,summer,98125,384960.0,431155.20000000007,46195.20000000007,14th Avenue Northeast,12332
3834000520,summer,98125,264000.0,295680.0,31680.0,35th Avenue Northeast,13723
3992700326,summer,98125,364800.0,408576.00000000006,43776.00000000006,38th Avenue Northeast,11559
3822200036,summer,98125,247200.0,276864.0,29664.0,30th Avenue Northeast,13323
8821900155,summer,98125,322080.0,360729.60000000003,38649.600000000035,Northeast 120th Street,3521
5272200035,summer,98125,374400.0,419328.00000000006,44928.00000000006,Northeast 117th Street,904
7508700085,summer,98125,371040.0,415564.80000000005,44524.80000000005,14th Place Northeast,13010
6632300122,summer,98125,349920.0,391910.4,41990.40000000002,17th Avenue Northeast,14046
1160000255,summer,98125,298560.0,334387.2,35827.20000000001,14th Avenue Northeast,10733
6413600285,summer,98125,385920.0,432230.4,46310.40000000002,Northeast 125th Street,819
2726049150,summer,98125,376800.0,422016.00000000006,45216.00000000006,36th Avenue Northeast,10727
751000020,summer,98125,278400.0,311808.00000000006,33408.00000000006,34th Avenue Northeast,11020
8901000491,summer,98125,374400.0,419328.00000000006,44928.00000000006,Northeast 115th Street,1525
4077800593,summer,98125,340800.0,381696.00000000006,40896.00000000006,Northeast 113th Street,3542
2826049160,summer,98125,360000.0,403200.00000000006,43200.00000000006,Northeast 120th Street,2006
6381500265,summer,98125,381120.0,426854.4,45734.40000000002,24th Avenue Northeast,14327
9421500150,summer,98125,387360.0,433843.20000000007,46483.20000000007,30th Avenue Northeast,13329
6413100242,summer,98125,384000.0,430080.00000000006,46080.00000000006,7th Avenue Northeast,11725
7663700663,summer,98125,338880.0,379545.60000000003,40665.600000000035,26th Avenue Northeast,14034
5667100025,summer,98125,388800.0,435456.00000000006,46656.00000000006,Northeast 126th Street,1003
5101407790,summer,98125,360000.0,403200.00000000006,43200.00000000006,20th Avenue Northeast,10425
2325300037,summer,98125,343680.0,384921.60000000003,41241.600000000035,10th Place Northeast,12317
3753000100,summer,98125,383040.0,429004.80000000005,45964.80000000005,Sand Point Way Northeast,
3448000542,summer,98125,278400.0,311808.00000000006,33408.00000000006,28th Avenue Northeast,12023
3834000594,summer,98125,306240.0,342988.80000000005,36748.80000000005,Erickson Place Northeast,
2325300093,summer,98125,362880.0,406425.60000000003,43545.600000000035,10th Place Northeast,12341 C
1455100116,winter,98125,381600.0,427392.00000000006,45792.00000000006,42nd Avenue Northeast,13722
4427100030,winter,98125,319200.0,357504.00000000006,38304.00000000006,15th Place Northeast,13524
3226049117,winter,98125,372000.0,416640.00000000006,44640.00000000006,Northeast 102nd Street,526
3448000270,winter,98125,382560.0,428467.20000000007,45907.20000000007,Hiram Place Northeast,12025
1160000115,winter,98125,384960.0,431155.20000000007,46195.20000000007,Northeast 108th Street,1223
5272200005,winter,98125,168000.0,188160.00000000003,20160.00000000003,Roosevelt Way Northeast,11733
8820900299,winter,98125,403152.0,451530.24000000005,48378.24000000005,40th Avenue Northeast,12332
1787600224,winter,98125,374400.0,419328.00000000006,44928.00000000006,Roosevelt Way Northeast,13322
1837000010,winter,98125,387840.0,434380.80000000005,46540.80000000005,22nd Avenue Northeast,12019
8058500005,winter,98125,278400.0,311808.00000000006,33408.00000000006,Northeast 107th Street,2554
6381502155,winter,98125,288000.0,322560.00000000006,34560.00000000006,20th Avenue Northeast,13600
7715600050,winter,98125,369600.0,413952.00000000006,44352.00000000006,20th Avenue Northeast,12346
9455200596,winter,98125,343200.0,384384.00000000006,41184.00000000006,Northeast 103rd Street,3609
6412100092,winter,98125,348000.0,389760.00000000006,41760.00000000006,Northeast 120th Street,348
3992700775,winter,98125,393600.0,440832.00000000006,47232.00000000006,Sand Point Way Northeast,11350
3834000720,winter,98125,374400.0,419328.00000000006,44928.00000000006,36th Avenue Northeast,13550
6414100732,winter,98125,335040.0,375244.80000000005,40204.80000000005,Northeast 127th Street,514
1560100135,winter,98125,273600.0,306432.00000000006,32832.00000000006,14th Avenue Northeast,11347
1453600681,winter,98125,315360.0,353203.2,37843.20000000001,Northeast 130th Street,3005
3834000004,winter,98125,336000.0,376320.00000000006,40320.00000000006,Northeast 140th Street,3923
7663700772,winter,98125,355200.0,397824.00000000006,42624.00000000006,30th Avenue Northeast,14021
7663700531,winter,98125,312000.0,349440.00000000006,37440.00000000006,Northeast 143rd Street,2544
3834500170,winter,98125,360000.0,403200.00000000006,43200.00000000006,27th Avenue Northeast,12726
1787600294,winter,98125,213120.0,238694.40000000002,25574.400000000023,Northeast 130th Street,122
1453601502,winter,98125,291549.12,326535.01440000004,34985.89440000005,35th Avenue Northeast,13251
6414100026,winter,98125,307200.0,344064.00000000006,36864.00000000006,5th Avenue Northeast,12526
6381500090,winter,98125,283200.0,317184.00000000006,33984.00000000006,20th Avenue Northeast,14346
3822200087,winter,98125,340800.0,381696.00000000006,40896.00000000006,Northeast 137th Street,2703
1133000694,winter,98125,312000.0,349440.00000000006,37440.00000000006,17th Avenue Northeast,13314
6381500110,winter,98125,316800.0,354816.00000000006,38016.00000000006,22nd Avenue Northeast,14340
8822901175,winter,98125,331200.0,370944.00000000006,39744.00000000006,32nd Avenue Northeast,12018
3448001411,winter,98125,274560.0,307507.2,32947.20000000001,26th Avenue Northeast,11509
